Age,Gender,NumberOfChildren,CommuteTime,CountryOfResidence,HoursSpentLearningToCode,Income,IsSoftwareDev,LanguageAtHome,MaritalStatus,MoneySpentLearningToCode,MonthsSpentProgramming,ResourceBooks,ResourceCoursera,StudentDebtOwed,ID
28.0,female,,,United States of America,100.0,,0.0,English,,100.0,3.0,,1.0,40000.0,23103
28.0,female,,,Australia,30.0,,0.0,Punjabi,,0.0,1.0,,,,30699
26.0,male,,45.0,United States of America,10.0,110000.0,1.0,Italian,,500.0,48.0,,,,87149
23.0,female,,,United States of America,4.0,,0.0,English,,90.0,12.0,,1.0,,32943
25.0,male,,,United States of America,,,0.0,English,,0.0,6.0,,,3000.0,41299
30.0,female,,,United States of America,12.0,,0.0,English,,0.0,1.0,,,,73129
22.0,male,,,India,30.0,,0.0,Telugu,,100.0,48.0,,1.0,,19399
24.0,male,,60.0,United States of America,2.0,27000.0,0.0,English,,25.0,12.0,,,,12980
27.0,male,,,United States of America,5.0,,0.0,English,,50.0,3.0,,,40000.0,63384
28.0,male,,100.0,Canada,25.0,20000.0,0.0,English,,6000.0,24.0,,,,45375
20.0,male,,,,6.0,,0.0,Portuguese,,0.0,12.0,,,,19696
26.0,male,,20.0,Guatemala,15.0,10000.0,1.0,Spanish,,100.0,4.0,,1.0,,21861
29.0,male,,80.0,United States of America,1.0,45000.0,0.0,English,married or domestic partnership,200.0,0.0,,,,88678
28.0,male,,,United States of America,15.0,,0.0,English,,25.0,1.0,,,,58137
23.0,male,,,Poland,10.0,,1.0,Polish,,60.0,84.0,,1.0,,54537
34.0,female,,,United States of America,6.0,,0.0,English,,,6.0,,,7500.0,58249
30.0,male,,,United States of America,10.0,,1.0,English,,1000.0,144.0,,,128000.0,75708
26.0,male,,6.0,Kazakhstan,6.0,,0.0,Kazakh,,100.0,6.0,,1.0,,15420
27.0,male,,100.0,United States of America,,32000.0,0.0,English,,0.0,,,1.0,,69583
20.0,male,,,United States of America,10.0,,0.0,English,,20.0,7.0,,,,74294
18.0,male,,,Macedonia,12.0,,1.0,,,200.0,4.0,,,,31216
14.0,male,,,United States of America,4.0,,0.0,English,,0.0,52.0,,,,90535
25.0,male,,120.0,Canada,3.0,30000.0,0.0,English,,0.0,4.0,,,,66853
36.0,male,,,Brazil,45.0,,0.0,Portuguese,,1000.0,12.0,,1.0,,43832
25.0,female,,,,10.0,,0.0,English,,200.0,1.0,,1.0,,46475
28.0,male,,120.0,Singapore,20.0,25000.0,0.0,Tamil,,5000.0,6.0,,1.0,75000.0,88212
22.0,male,,,United States of America,10.0,,1.0,Telugu,,100.0,60.0,,1.0,36000.0,30008
24.0,female,,60.0,United States of America,14.0,26000.0,0.0,English,,100.0,7.0,,,18000.0,14973
22.0,male,,,Ukraine,20.0,,1.0,Russian,,500.0,40.0,,1.0,,32065
26.0,male,,80.0,United States of America,6.0,70000.0,1.0,English,,0.0,144.0,,,,36265
21.0,male,,,Hong Kong,5.0,,1.0,English,,30.0,12.0,,1.0,,17125
21.0,male,,,Russia,20.0,,0.0,Russian,,30.0,24.0,,1.0,,59411
33.0,female,,120.0,United States of America,10.0,70000.0,0.0,English,married or domestic partnership,60.0,3.0,,1.0,10000.0,55610
31.0,male,,,United States of America,20.0,,0.0,English,,50.0,4.0,,,,38895
24.0,male,,30.0,United States of America,3.0,87000.0,0.0,Yue (Cantonese) Chinese,,0.0,12.0,,1.0,,19957
25.0,male,,,United States of America,12.0,,0.0,English,,100.0,9.0,,,45000.0,70379
14.0,male,,,United States of America,8.0,,0.0,English,,20.0,2.0,,,,17510
53.0,male,,,,20.0,,0.0,,,300.0,3.0,,,40000.0,24516
33.0,female,,80.0,United States of America,0.0,30000.0,0.0,English,,0.0,,,,,50454
47.0,male,,45.0,United States of America,25.0,125000.0,0.0,English,,3000.0,4.0,,,,41997
33.0,male,,130.0,United States of America,5.0,140000.0,1.0,English,married or domestic partnership,,370.0,,,20000.0,91803
30.0,male,,20.0,United States of America,40.0,,0.0,English,,25000.0,24.0,,1.0,,62527
39.0,male,,,United States of America,15.0,,0.0,English,,500.0,2.0,,,,88119
24.0,male,,60.0,,20.0,70000.0,1.0,English,married or domestic partnership,0.0,50.0,,,,52567
23.0,male,,,Argentina,5.0,,0.0,Spanish,,0.0,5.0,,,,18349
51.0,female,,,United States of America,30.0,,0.0,English,,300.0,6.0,,1.0,55000.0,22520
26.0,male,,,United States of America,50.0,,0.0,Korean,,7000.0,3.0,,,50000.0,16887
23.0,male,,,South Africa,25.0,,0.0,English,,0.0,2.0,,,,64819
26.0,male,,,Canada,40.0,,0.0,French,,200.0,12.0,,,,86249
38.0,male,,90.0,United States of America,,70000.0,1.0,English,,2000.0,96.0,,1.0,40000.0,36133
19.0,male,,,Vietnam,35.0,,0.0,Vietnamese,,0.0,21.0,,,,40424
28.0,female,,,United States of America,10.0,,0.0,English,,0.0,6.0,,,25000.0,49343
35.0,female,,90.0,United States of America,10.0,45000.0,0.0,English,married or domestic partnership,0.0,1.0,,,,37615
25.0,female,,40.0,Australia,20.0,35000.0,1.0,English,married or domestic partnership,150.0,18.0,,,,74718
30.0,male,,60.0,Japan,4.0,53000.0,0.0,English,,30.0,3.0,,,,54153
27.0,male,,45.0,United States of America,10.0,40000.0,0.0,English,,0.0,1.0,,,60000.0,97573
38.0,female,,,United States of America,20.0,,0.0,English,,200.0,5.0,,,,65064
17.0,male,,,India,,,0.0,Telugu,,0.0,8.0,,,,70509
25.0,female,,,Canada,,,0.0,English,,300.0,10.0,,,150000.0,15710
30.0,female,,,United States of America,10.0,,0.0,English,,400.0,8.0,1.0,,20000.0,73406
33.0,female,,30.0,United States of America,0.0,50000.0,0.0,English,,25.0,12.0,,1.0,,58945
35.0,male,,60.0,United States of America,40.0,52000.0,0.0,English,,500.0,36.0,,1.0,,30675
29.0,male,,0.0,United States of America,2.0,80000.0,0.0,English,married or domestic partnership,0.0,0.0,,,,34885
26.0,male,,,United States of America,10.0,,0.0,English,,100.0,6.0,,,,40305
20.0,male,,,India,12.0,,0.0,Hindi,,10.0,4.0,,1.0,,62603
23.0,male,,60.0,United States of America,4.0,32000.0,0.0,English,,400.0,36.0,,,36000.0,13196
32.0,female,,3.0,United States of America,3.0,36000.0,0.0,English,,0.0,3.0,,,14000.0,34733
37.0,male,,120.0,United States of America,10.0,50000.0,0.0,English,,100.0,6.0,,,5600.0,69817
40.0,female,,,United States of America,8.0,,0.0,English,,,1.0,,,,57871
28.0,male,,40.0,United States of America,,23300.0,0.0,English,married or domestic partnership,,,,,,15358
25.0,female,,,United States of America,5.0,,0.0,English,,0.0,2.0,,1.0,35000.0,15482
24.0,male,,57.0,United States of America,14.0,19000.0,0.0,English,,0.0,5.0,,1.0,,70226
27.0,female,,0.0,United States of America,3.0,45000.0,0.0,English,,0.0,1.0,,,,69996
45.0,female,,,United States of America,50.0,,0.0,English,,6500.0,24.0,,,,44889
22.0,male,,,Venezuela,20.0,,0.0,Spanish,,0.0,4.0,,,,26287
22.0,male,,,Dominican Republic,5.0,,1.0,Spanish,,,48.0,,1.0,,22751
26.0,female,,50.0,Canada,2.0,60000.0,0.0,Mandarin Chinese,,0.0,1.0,,1.0,,72533
25.0,male,,,United States of America,20.0,,0.0,English,,1000.0,2.0,,,40000.0,34493
37.0,female,,,United States of America,50.0,,0.0,English,,15000.0,3.0,,,15000.0,80507
23.0,male,,,United States of America,20.0,,0.0,English,,1500.0,2.0,,,,51654
22.0,male,,45.0,Philippines,20.0,15000.0,1.0,Tagalog,"single, never married",1000.0,18.0,,,,81205
27.0,female,,,United States of America,2.0,,0.0,English,,0.0,6.0,,,23000.0,99923
39.0,male,,0.0,New Zealand,,36000.0,0.0,English,,0.0,,,,,33711
26.0,female,,,United States of America,10.0,,0.0,English,,0.0,3.0,,,54000.0,21248
45.0,trans,,120.0,United States of America,15.0,75000.0,1.0,English,,4000.0,20.0,,,,99943
17.0,male,,,Australia,2.0,,0.0,English,,30.0,18.0,,1.0,,82260
21.0,male,,,United States of America,15.0,,0.0,English,,18000.0,3.0,,1.0,,54355
25.0,male,,,United States of America,9.0,,0.0,English,,,1.0,,,20000.0,36694
31.0,male,,,United States of America,20.0,,0.0,English,,0.0,48.0,,,,76842
29.0,male,,100.0,Korea South,30.0,32000.0,0.0,English,,1000.0,9.0,,,100000.0,30088
26.0,male,,,Sweden,20.0,,0.0,English,,100.0,6.0,,,15000.0,20939
28.0,male,,15.0,United States of America,1.0,14000.0,0.0,English,,0.0,10.0,,1.0,26000.0,63401
20.0,male,,,India,14.0,,0.0,Marathi,,10.0,22.0,,1.0,,25362
39.0,male,,,United States of America,20.0,,0.0,English,,100.0,6.0,,,,70318
19.0,male,,,Sweden,40.0,,0.0,Swedish,,0.0,28.0,,1.0,,13578
32.0,male,,20.0,United States of America,10.0,45000.0,0.0,English,,0.0,12.0,,,,46999
22.0,male,,,India,15.0,,0.0,Odia (Oriya),,100.0,15.0,,1.0,,37934
30.0,female,,180.0,United States of America,30.0,63000.0,1.0,English,,1000.0,30.0,,1.0,30000.0,36012
21.0,male,,45.0,Argentina,10.0,15000.0,1.0,Spanish,"single, never married",0.0,5.0,,,,90675
32.0,male,,10.0,United States of America,10.0,17000.0,1.0,English,,0.0,24.0,,1.0,34000.0,79316
29.0,male,,,United States of America,60.0,,0.0,English,,150.0,3.0,,1.0,,54907
18.0,male,,,United States of America,100.0,,0.0,English,,200.0,24.0,,1.0,,75384
33.0,male,,,Australia,60.0,,0.0,English,,4500.0,14.0,,,,10191
28.0,male,,,United States of America,30.0,,0.0,English,,300.0,,,,,46307
29.0,female,,30.0,United States of America,8.0,,0.0,English,,100.0,18.0,,,,60903
28.0,female,,30.0,United States of America,12.0,28000.0,0.0,English,,40.0,2.0,,1.0,20000.0,87056
21.0,female,,90.0,United States of America,,15000.0,0.0,Spanish,,0.0,,,,,45192
34.0,female,,,United States of America,35.0,,0.0,English,,50.0,3.0,,,180000.0,58399
20.0,male,,,India,10.0,,0.0,Tamil,,150.0,18.0,,,,90753
26.0,male,,20.0,,10.0,50000.0,0.0,,,0.0,1.0,1.0,,,54098
33.0,male,,25.0,United States of America,10.0,,0.0,English,,22000.0,18.0,,,,48459
23.0,male,,,Brazil,2.0,,0.0,Portuguese,,0.0,12.0,,,,53762
31.0,female,,,United States of America,50.0,,0.0,English,,10.0,2.0,,1.0,,40278
30.0,female,,,United States of America,50.0,,0.0,English,,500.0,3.0,,,7000.0,60580
26.0,male,,,United States of America,12.0,,0.0,English,,30.0,12.0,,,9000.0,26675
33.0,male,,50.0,United States of America,15.0,53000.0,0.0,English,,150.0,2.0,,1.0,20000.0,87290
21.0,male,,30.0,United States of America,25.0,20000.0,0.0,English,,200.0,48.0,,1.0,,69994
30.0,female,,,United States of America,20.0,,0.0,English,married or domestic partnership,2500.0,6.0,,1.0,,61100
28.0,male,,30.0,Brunei,8.0,18000.0,1.0,English,married or domestic partnership,200.0,72.0,,,,51246
20.0,male,,60.0,India,6.0,6000.0,1.0,Gujarati,,0.0,18.0,,1.0,,21236
26.0,female,,90.0,Singapore,5.0,21700.0,1.0,Tagalog,"single, never married",100.0,60.0,,,,18419
23.0,male,,,Nigeria,6.0,,0.0,Yoruba,,150.0,8.0,,,,59397
21.0,male,,,India,14.0,,0.0,Marwari,,0.0,3.0,,1.0,,72317
29.0,female,,45.0,United States of America,8.0,31000.0,0.0,English,,25.0,15.0,,,15000.0,28830
28.0,male,,0.0,United States of America,35.0,20000.0,0.0,English,,1000.0,6.0,,,25000.0,60789
29.0,male,,30.0,Vietnam,32.0,12000.0,1.0,Vietnamese,,500.0,36.0,,1.0,,22291
27.0,female,,120.0,United States of America,5.0,43000.0,0.0,English,,8000.0,24.0,,1.0,,54816
18.0,male,,0.0,United States of America,10.0,30000.0,0.0,English,,50.0,18.0,,,13000.0,21067
27.0,male,,,Brazil,20.0,,1.0,Portuguese,,4000.0,72.0,,,,18210
34.0,male,,0.0,United States of America,10.0,63000.0,1.0,English,,1000.0,180.0,,,,34486
34.0,female,,,United States of America,30.0,,0.0,Spanish,,18000.0,5.0,,1.0,,98880
28.0,male,,0.0,Australia,8.0,,0.0,English,,0.0,,,,,39125
28.0,male,,,,30.0,,0.0,,,0.0,14.0,,,,90880
24.0,male,,150.0,China,10.0,10000.0,1.0,Mandarin Chinese,,100.0,25.0,,,,45412
32.0,male,,120.0,India,25.0,23000.0,1.0,Gujarati,"single, never married",0.0,106.0,,,,16284
31.0,male,,60.0,United States of America,15.0,45000.0,0.0,English,,200.0,12.0,,,,34244
24.0,male,,30.0,Korea South,7.0,25000.0,0.0,English,,0.0,14.0,,,32000.0,17856
25.0,male,,,Norway,20.0,,0.0,Swedish,,0.0,12.0,,,20000.0,60293
29.0,male,,10.0,Canada,5.0,25000.0,1.0,Spanish,,80.0,80.0,,1.0,,52100
29.0,male,,120.0,South Africa,7.0,20000.0,0.0,English,married or domestic partnership,200.0,6.0,,,5000.0,82949
36.0,female,,,,2.0,,0.0,English,,0.0,3.0,,1.0,,63895
29.0,male,,,Colombia,30.0,,0.0,Spanish,,0.0,12.0,,,,97879
20.0,male,,,Korea South,6.0,,0.0,English,"single, never married",10000.0,12.0,,,,60822
19.0,male,,,India,20.0,,0.0,Malayalam,,0.0,3.0,,,,21321
24.0,male,,,Canada,20.0,,0.0,English,,3000.0,3.0,,,,81630
19.0,male,,,India,56.0,,0.0,Hindi,,0.0,9.0,,1.0,,44860
29.0,male,,,United States of America,20.0,,0.0,English,,100.0,150.0,,,,73545
48.0,female,,0.0,United States of America,5.0,11000.0,0.0,English,,600.0,6.0,,,130000.0,14987
30.0,male,,40.0,United Arab Emirates,10.0,80000.0,0.0,English,,200.0,12.0,,1.0,4000.0,31829
21.0,male,,4.0,India,10.0,8000.0,1.0,Hindi,,20.0,9.0,,,,93540
28.0,female,,,United States of America,20.0,,0.0,Akan,,2200.0,5.0,,1.0,120000.0,70086
24.0,male,,10.0,United States of America,40.0,41000.0,0.0,Yoruba,,50.0,20.0,1.0,,8000.0,55338
27.0,male,,15.0,United States of America,5.0,45000.0,1.0,English,married or domestic partnership,0.0,16.0,,1.0,4500.0,24998
24.0,female,,,"Netherlands (Holland, Europe)",2.0,,0.0,Dutch,,0.0,3.0,,,4000.0,70890
27.0,male,,120.0,Philippines,10.0,6000.0,1.0,Cebuano (Visayan),,0.0,72.0,,,,47280
24.0,male,,2.0,Japan,12.0,30000.0,1.0,Hindi,"single, never married",0.0,6.0,,1.0,,58737
45.0,male,,30.0,United States of America,10.0,42000.0,0.0,English,,200.0,300.0,,,,23929
35.0,male,,40.0,United States of America,20.0,50000.0,0.0,Telugu,married or domestic partnership,50.0,36.0,,1.0,,98744
25.0,male,,,Brazil,70.0,,0.0,Portuguese,,0.0,36.0,,,,24212
17.0,male,,,Singapore,15.0,,0.0,Hindi,,0.0,8.0,,,,10712
20.0,male,,,India,5.0,,0.0,Telugu,,0.0,24.0,,1.0,,28937
29.0,female,,120.0,United States of America,10.0,44000.0,0.0,English,,500.0,6.0,,,10000.0,31480
17.0,male,,30.0,United States of America,5.0,12000.0,0.0,English,,0.0,24.0,,,,25512
75.0,female,,0.0,United States of America,3.0,50000.0,0.0,English,,0.0,0.0,,,,75225
24.0,male,,,United States of America,4.0,,0.0,English,,800.0,12.0,,,,80270
24.0,male,,0.0,Australia,20.0,40000.0,1.0,English,married or domestic partnership,14000.0,30.0,,,10000.0,89250
29.0,male,,30.0,United States of America,30.0,50000.0,1.0,English,,200.0,10.0,,,,17603
22.0,male,,5.0,India,8.0,,1.0,Telugu,,19.0,10.0,,,,86981
20.0,male,,,India,10.0,,0.0,Punjabi,"single, never married",0.0,36.0,,1.0,,99677
27.0,female,,,Portugal,20.0,,0.0,Portuguese,,0.0,4.0,,1.0,,18692
24.0,male,,150.0,India,15.0,8500.0,1.0,Telugu,"single, never married",0.0,84.0,,,,89116
21.0,female,,,United States of America,24.0,,0.0,Mandarin Chinese,,0.0,8.0,,1.0,,52539
31.0,male,,50.0,United States of America,10.0,45000.0,0.0,English,,500.0,6.0,,,35000.0,32913
26.0,female,,0.0,United States of America,0.0,20000.0,0.0,English,,20.0,0.0,,,8000.0,36116
23.0,female,,20.0,United States of America,5.0,40000.0,0.0,Korean,,0.0,2.0,,,30000.0,20154
20.0,genderqueer,,,Philippines,3.0,,0.0,Tagalog,,,12.0,,,,43302
24.0,male,,,Bangladesh,35.0,,0.0,Bengali,,10.0,48.0,,,,11452
26.0,male,,,Nigeria,2.0,,0.0,Yoruba,,1000.0,4.0,,,,91992
34.0,male,,,United States of America,,,0.0,,,,,,,,63475
21.0,female,,,India,30.0,,0.0,Tamil,,0.0,6.0,,1.0,,48571
38.0,male,,60.0,United States of America,20.0,40000.0,0.0,English,,100.0,3.0,,,,78247
17.0,female,,,Trinidad & Tobago,,,0.0,English,,,,,,,87639
22.0,male,,,Israel,20.0,,0.0,Belarusian,,0.0,36.0,,1.0,,40122
20.0,male,,45.0,India,30.0,40000.0,0.0,English,,0.0,9.0,,1.0,,37845
22.0,male,,,Canada,5.0,,0.0,English,,0.0,30.0,,1.0,21000.0,87647
24.0,male,,,United States of America,12.0,,0.0,English,,300.0,3.0,,1.0,12000.0,28079
31.0,male,,15.0,Australia,80.0,35000.0,0.0,English,,500.0,10.0,,,,27065
59.0,male,,,United States of America,20.0,,0.0,English,,1000.0,6.0,,,,82930
28.0,male,,90.0,United States of America,5.0,77000.0,0.0,English,married or domestic partnership,0.0,12.0,,,,34467
20.0,female,,120.0,United States of America,10.0,15000.0,0.0,Tagalog,,30.0,12.0,,1.0,,73446
26.0,male,,45.0,India,10.0,12000.0,0.0,Bengali,"single, never married",0.0,4.0,,,,51683
30.0,male,,60.0,United States of America,8.0,15000.0,1.0,Vietnamese,"single, never married",100.0,84.0,,1.0,,36377
31.0,male,,,Japan,20.0,,0.0,English,,50.0,12.0,,,,56004
21.0,male,,,United States of America,20.0,,0.0,Somali,,458.0,1.0,,,3000.0,92313
24.0,male,,0.0,United States of America,25.0,7000.0,0.0,Russian,,0.0,24.0,,1.0,2500.0,60363
29.0,female,,60.0,United States of America,20.0,37000.0,0.0,English,,0.0,48.0,,,,53867
43.0,male,,60.0,Taiwan,4.0,30000.0,0.0,Mandarin Chinese,,0.0,1.0,,,,60051
21.0,male,,,Sri Lanka,4.0,,0.0,English,,0.0,72.0,,1.0,,18744
37.0,male,,10.0,United States of America,25.0,20000.0,0.0,English,,2500.0,12.0,,1.0,60000.0,78098
23.0,male,,,Argentina,4.0,,0.0,Spanish,,190.0,4.0,,,,47239
33.0,male,,,United States of America,30.0,,0.0,English,,300.0,18.0,,,30000.0,41399
24.0,male,,,Australia,24.0,,0.0,English,,0.0,9.0,,1.0,,62565
23.0,male,,45.0,United States of America,10.0,48000.0,0.0,English,,100.0,3.0,,1.0,,63094
25.0,male,,60.0,New Zealand,20.0,20000.0,0.0,English,,0.0,8.0,,,10000.0,54410
24.0,male,,30.0,United States of America,20.0,32000.0,1.0,English,,0.0,6.0,,,,76079
26.0,male,,60.0,United Arab Emirates,15.0,80000.0,0.0,English,,2000.0,12.0,,,,11327
17.0,female,,,India,5.0,,0.0,English,,0.0,12.0,,1.0,,45692
57.0,male,,,,40.0,,0.0,English,,2500.0,8.0,,,,44430
23.0,male,,,United States of America,15.0,,0.0,English,,,60.0,,,50000.0,27562
34.0,male,,60.0,Australia,30.0,38000.0,0.0,English,,100.0,6.0,,1.0,,17286
61.0,female,,,United States of America,40.0,,0.0,English,,100.0,12.0,,1.0,,68046
20.0,male,,,India,30.0,,0.0,Telugu,,4.0,2.0,,,,30002
24.0,male,,,Canada,12.0,,0.0,Khmer,,10.0,7.0,,,,24857
26.0,male,,60.0,India,35.0,,1.0,Tamil,,,36.0,,1.0,,91738
28.0,male,,40.0,India,5.0,8500.0,1.0,Hindi,"single, never married",0.0,39.0,,1.0,,99749
25.0,male,,90.0,United States of America,5.0,12000.0,1.0,English,"single, never married",1500.0,24.0,,1.0,9000.0,99159
27.0,male,,,Canada,40.0,,0.0,French,,50.0,2.0,,,,76603
31.0,female,,45.0,United States of America,30.0,45000.0,0.0,English,,400.0,3.0,,,80000.0,95420
24.0,male,,,India,40.0,,0.0,Kannada,,0.0,3.0,,,,33767
15.0,male,,,Australia,15.0,,0.0,English,,0.0,24.0,,1.0,,76030
28.0,male,,25.0,United States of America,7.0,40000.0,0.0,English,,100.0,15.0,,,,45576
19.0,male,,,Belgium,30.0,,0.0,Dutch,,0.0,18.0,,1.0,,24592
37.0,male,,,Belgium,40.0,,0.0,English,,300.0,3.0,,,,89443
27.0,male,,,United States of America,3.0,,0.0,English,,20.0,2.0,,,54000.0,32653
24.0,agender,,,Costa Rica,10.0,,0.0,Spanish,,500.0,3.0,,1.0,,78508
33.0,female,,30.0,Germany,20.0,30000.0,0.0,German,,100.0,11.0,,,,99631
25.0,female,,,United States of America,10.0,,0.0,English,,0.0,1.0,,,,17866
30.0,male,,6.0,Lebanon,10.0,40000.0,0.0,Arabic,,0.0,100.0,,1.0,,23446
19.0,male,,,,,,0.0,English,,,,,,20000.0,68704
21.0,male,,,India,8.0,,0.0,Hindi,,0.0,8.0,,1.0,,74346
26.0,male,,,Czech Republic,15.0,,0.0,Czech,,200.0,10.0,,,,86948
33.0,male,,20.0,Turkey,14.0,24000.0,0.0,Turkish,"single, never married",50.0,3.0,,,,53295
32.0,male,,60.0,Poland,14.0,12000.0,0.0,Polish,,1000.0,15.0,,1.0,,26529
30.0,male,,30.0,Romania,6.0,20000.0,1.0,Romanian,"single, never married",,120.0,,,,19871
23.0,male,,,United States of America,2.0,,0.0,Punjabi,,2000.0,5.0,,1.0,,26468
24.0,male,,100.0,Pakistan,10.0,10000.0,1.0,Pashto,"single, never married",1000.0,60.0,,,,15733
24.0,male,,30.0,United States of America,16.0,19000.0,1.0,English,married or domestic partnership,120.0,8.0,,1.0,20000.0,91119
19.0,male,,0.0,United States of America,30.0,30000.0,1.0,English,,0.0,12.0,,1.0,,17942
28.0,male,,,Canada,30.0,,0.0,French,,0.0,8.0,,,,84097
26.0,male,,45.0,India,10.0,9405.0,1.0,Bengali,,,48.0,,,,82450
30.0,male,,,United States of America,30.0,,0.0,English,,100.0,10.0,,,40000.0,35374
21.0,male,,,Czech Republic,10.0,,0.0,Czech,,20.0,24.0,,1.0,,67156
35.0,male,,,United States of America,15.0,,0.0,English,,400.0,8.0,,1.0,,78177
40.0,male,,,United States of America,40.0,,0.0,English,,7000.0,4.0,,,7000.0,94911
26.0,male,,40.0,France,2.0,43000.0,0.0,French,married or domestic partnership,0.0,1.0,,,,24041
31.0,male,,2.0,Vietnam,10.0,7000.0,1.0,Vietnamese,,50.0,60.0,,1.0,,73607
18.0,male,,,United States of America,3.0,,0.0,English,,0.0,12.0,,1.0,,53962
23.0,female,,,Singapore,5.0,,0.0,Vietnamese,,40.0,3.0,,1.0,,82028
35.0,genderqueer,,,New Zealand,40.0,,0.0,English,,8000.0,6.0,,,,55153
17.0,male,,,Italy,14.0,,1.0,Italian,,170.0,60.0,,,,97015
36.0,male,,90.0,United States of America,8.0,48000.0,0.0,English,,300.0,6.0,,,,60059
21.0,male,,,United States of America,10.0,,0.0,English,,50.0,2.0,,,,16050
23.0,male,,,India,5.0,,0.0,Hindi,,300.0,1.0,,,,95712
23.0,male,,,South Africa,5.0,,0.0,English,,500.0,120.0,,1.0,,97022
24.0,male,,20.0,Bulgaria,10.0,14000.0,1.0,English,"single, never married",300.0,37.0,,,,88872
20.0,male,,,India,12.0,,0.0,Hindi,,0.0,12.0,,,,80988
28.0,male,,30.0,United States of America,7.0,42000.0,0.0,English,,100.0,1.0,,,100000.0,16684
18.0,male,,,France,40.0,,0.0,French,,0.0,15.0,,,,78130
24.0,male,,,India,5.0,,1.0,Marathi,,0.0,6.0,,,,23703
36.0,female,,,Sweden,40.0,,0.0,Swedish,,70.0,9.0,,,,45717
26.0,male,,4.0,India,26.0,,1.0,Malayalam,"single, never married",,36.0,,1.0,,36101
24.0,male,,30.0,Slovenia,20.0,11000.0,0.0,Slovenian,,0.0,3.0,,,,33298
30.0,male,,60.0,Ukraine,4.0,30000.0,1.0,Russian,"single, never married",50.0,40.0,,1.0,,64774
23.0,male,,20.0,United States of America,25.0,25000.0,0.0,Spanish,,0.0,3.0,,,,16910
34.0,male,,45.0,Taiwan,6.0,,0.0,English,,200.0,2.0,,1.0,,83664
39.0,male,,,United Kingdom,4.0,,0.0,English,,0.0,6.0,,,10000.0,43268
39.0,male,,120.0,Greece,40.0,13000.0,1.0,Greek,,100.0,12.0,,1.0,,47184
27.0,male,,1.0,Hong Kong,4.0,40000.0,0.0,Yue (Cantonese) Chinese,,200.0,12.0,,,,12650
22.0,agender,,,United States of America,20.0,,0.0,Spanish,,0.0,12.0,,1.0,,82979
,male,,,India,35.0,,0.0,Hindi,,0.0,12.0,,,,38497
29.0,male,,,Australia,30.0,,0.0,Vietnamese,,300.0,12.0,,1.0,20000.0,12552
28.0,female,,0.0,Turkey,20.0,50000.0,0.0,Turkish,,20.0,5.0,,,,92277
24.0,male,,,India,35.0,,1.0,Telugu,,1400.0,10.0,,,,12623
80.0,male,,,South Africa,10.0,,0.0,English,,0.0,1.0,,,,30553
21.0,male,,,India,3.0,,1.0,Hindi,,500.0,3.0,,,,68730
38.0,male,,,Jamaica,5.0,,0.0,English,,0.0,10.0,,1.0,,75952
25.0,female,,,Japan,15.0,,0.0,Tagalog,,0.0,1.0,,,,11299
38.0,male,,8.0,Germany,20.0,13000.0,0.0,German,,0.0,2.0,,1.0,20000.0,70096
,female,,,United States of America,50.0,,0.0,English,,,,,1.0,,18329
21.0,male,,,Mexico,10.0,,0.0,Spanish,,50.0,22.0,,,,94657
