serial_number,activity_date,name,score,grade,facility_address,facility_zip,owner_id,owner_name,pe_description,risk_level
DAMUCV2A4,7/23/2015,PIZZA HUT #26178,97,,3959 WILSHIRE BLVD STE B-11,90010,OW0033717,SOUTHERN CALIFORNIA PIZZA CO LLC,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA3L0TYKH,7/23/2015,YOSHINOYA,97,,617 E CHARLES E YOUNG DR 140-A,90095,OW0005129,BOWL GROUP INC.,RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DAFQP0OAR,7/23/2015,LAACO EMPLOYEE CAFETERIA,97,,431 W 7TH ST,90014-1601,OW0022268,LOS ANGELES ATHLETIC CLUB,RESTAURANT (0-30) SEATS LOW RISK,LOW
DAJCAVEFF,7/23/2015,MINA MINI MARKET,97,,7626 S VERMONT AVE,90044,OW0011260,ESPEJO JAIRO JESUS,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",LOW
DAVALO7OO,7/23/2015,USC POPOVICH HALL CAFE,98,,611 EXPOSITION BLVD,90089,OW0037009,USC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA2CQLC59,7/23/2015,STARBUCKS COFFEE #5337,99,,11280 W OLYMPIC BLVD,90064,OW0033938,STARBUCKS COFFEE CORPORATION,RESTAURANT (31-60) SEATS LOW RISK,LOW
DAMZAQFGO,7/23/2015,USC - ANNENBERG CAFE,99,,3630 S WATT WAY,90089,OW0178487,USC / CAPITAL CONST. DEVELOP.,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA4CAXQJS,7/23/2015,USC TOWN & GOWN,99,,665 W EXPOSITION BLVD,90089,OW0036925,UNIVERSITY OF SOUTHERN CALIFORNIA,RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DAI0SXSZZ,7/23/2015,PEET'S COFFEE,100,,355 S GRAND AVE # 3RDFL,90071-1560,OW0106024,LATHAM & WATKINS LLP,RESTAURANT (0-30) SEATS LOW RISK,LOW
DAWCNSWCN,7/23/2015,"SKADDEN, ARPS, SLATE & MEAGH",100,,300 S GRAND AVE # 32/33,90071-3109,OW0105994,FLIK INTERNATIONAL,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DANVFYSXR,7/24/2015,LIM'S ORIENTAL KITCHEN,81,,8728 S WESTERN AVE,90047,OW0016585,"HUM, WEE KAW",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DASJOPPGG,7/24/2015,ONE CAFE,82,,3250 WILSHIRE BLVD STE #101A,90010,OW0039477,YAMMI CORPORATION,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAOIVOAF4,7/24/2015,I LOVE BOBA,83,,1144 S WESTERN AVE STE #101,90006,OW0019320,"KIM, JE SEEK",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA036MMNT,7/24/2015,FISH TACO XPRESS,83,,5144 BEVERLY BLVD,90022,OW0001589,"ABISAI MORALES SANTOYO, ET A",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAXVJXTI2,7/24/2015,TOM'S JR BURGERS,84,,1500 E SLAUSON AVE,90011,OW0028779,"POLITIS, SPIROS",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA3XHVWPZ,7/24/2015,7-ELEVEN,90,,5401 S FIGUEROA ST STE 9,90037,OW0001915,"AJ2, INC.","FOOD MKT RETAIL (25-1,999 SF) MODERATE RISK",MODERATE
DAXIBLKNQ,7/24/2015,SAM'S DONUT,90,,5401 S FIGUEROA ST,90037,OW0033404,"SOKLIM, LY",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA9QQXSRS,7/24/2015,THE FOOD SHOP,90,,147 N WESTERN AVE,90004-4105,OW0181201,THE FOOD SHOP INC,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAOWG07WF,7/24/2015,LOS MOLCAJETES #2,90,,5116 E BEVERLY BLVD,90022,OW0014396,"GUZMAN, ANA DOLORES",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAFWH0R2C,7/24/2015,TRATTORIA BELLA ROMA,90,,1509 S ROBERTSON BLVD,90035,OW0005690,"CAFE BELLA ROMA SPQR, LLC",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAQX0YNRT,7/24/2015,FLAME BROILER,90,,3500 WILSHIRE BLVD,90010,OW0007231,CHAUDARY MOHAMMAD,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAVSGFCI3,7/24/2015,CHILI THAI,90,,10889 W PICO BLVD,90064,OW0035416,"THAWATCHAI, LUNGGARSIT ET AL",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DATJFUJBU,7/24/2015,GRIDDLE CAFE,90,,7916 W SUNSET BLVD,90046,OW0035587,"THE GRIDDLE CAFE, INC.",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DA9C0JSZO,7/24/2015,NIZAM INDIAN CUISINE,90,,10871 W PICO BLVD,90064,OW0031228,"SAHOTA, SUKHDEV SINGH",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAPJMXQGV,7/24/2015,QUIZNO'S,91,,7117 W SUNSET BLVD,90046,OW0018330,KAMINA INC.,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAPFOSGYE,7/24/2015,LA NUEVA FLOR BLANCO SALVADORENA GRILL Y MARISCOS,91,,4271 BEVERLY BLVD,90004,OW0101698,"UMANA, CARLOS E.",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAG4QIGU4,7/24/2015,TACOS Y MARISCOS YIYO'S,91,,4801 HOOPER AVE,90011,OW0181124,SONIA BALCAZAR,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAUA1Q3VR,7/24/2015,JUICY FACTORY,92,,6925 HOLLYWOOD BLVD,90028-6103,OW0007586,CHINESE THEATRES LLC,RESTAURANT (0-30) SEATS LOW RISK,LOW
DANWFMZ50,7/24/2015,VROMAGE,92,,7988 W sunset BLVD,90046-3307,OW0126707,YOUSSEF ISMAEL FAKHOURI,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAKWELVLW,7/24/2015,LA CREME CAFE,92,,7376 MELROSE AVE,90046,OW0101270,KANS USA INC.,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DADM08I4E,7/24/2015,TACOS EL HERMANOS,93,,1220 E 1ST ST,90033,OW0129607,MARGARITA LEZAMA-PEREZ,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAHPJ0VCS,7/24/2015,DELLA TERRA,94,,7675 BEVERLY BLVD,90036,OW0021558,LEOPARDO INC.,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DADLLI5SZ,7/24/2015,AMC DINE-IN SUNSET 5,94,,8000 W SUNSET BLVD,90046,OW0034300,"SUNDANCE CINEMAS, LLC",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAQIRY0I5,7/24/2015,STARBUCKS COFFEE #14629,95,,8000 W SUNSET BLVD STE B110,90046,OW0033938,STARBUCKS COFFEE CORPORATION,RESTAURANT (0-30) SEATS LOW RISK,LOW
DARVS7WTY,7/24/2015,DONUT STAR,95,,11079 W PICO BLVD,90064,OW0037057,VA KIM HING,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAANE0QGR,7/24/2015,JIST,95,,116 JUDGE JOHN AISO ST,90012,OW0106680,MOSHI MOSHI EATS LLC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAWY4VOVP,7/24/2015,FAMILY MART,96,,339 E 1ST ST,90012,OW0100897,"FAMILY MART, INC",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAEH1VBM9,7/24/2015,DOMINO'S PIZZA,96,,5401 S FIGUEROA ST STE #8,90037,OW0022700,M.S. PIZZA INC,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA23CJZVQ,7/24/2015,SHAKEYS PIZZA PARLOR #1,96,,7001 SANTA MONICA BLVD,90038,OW0031994,"SCO, LLC SHAKEY'S PIZZA",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAXP1REPA,7/24/2015,TOMMY'S HAMBURGERS,97,,2575 W BEVERLY BLVD,90057,OW0036158,TOMDAN ENTERPRISES INC,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAH9IOWJQ,7/24/2015,CAFE TAKE 5,97,,328 E 1ST ST,90012,OW0036994,"US FORUM, INC",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAECW9FMV,7/24/2015,OUMI SUSHI @ SPROUTS 275,98,,1751 WESTWOOD BLVD,90024,OW0022586,LWIN FAMILY CO.,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",HIGH
DA8KH42CW,7/24/2015,SPROUTS FARMERS MARKET,98,,1751 S WESTWOOD BLVD,90024,OW0033830,"SPROUTS, INC.",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAKITBEVB,7/24/2015,SPROUTS FARMERS MARKET,98,,1751 S WESTWOOD BLVD,90024,OW0033830,"SPROUTS, INC.","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",HIGH
DA8MV4AKN,7/24/2015,STIR CRAZY COFFEE HOUSE,98,,6903 MELROSE AVE,90038,OW0036580,"TRUCCO, DEAN A",RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DASYGFG3K,7/24/2015,SPROUTS FARMERS MARKET,99,,1751 S WESTWOOD BLVD,90024,OW0033830,"SPROUTS, INC.","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",HIGH
DA1ZNDE9E,7/24/2015,SPROUTS FARMERS MARKET,99,,1751 S WESTWOOD BLVD,90024,OW0033830,"SPROUTS, INC.",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA4ITDAUL,7/24/2015,GATEGOURMET,100,,6701 W IMPERIAL HWY,90045-6310,OW0104732,GATE GOURMET,RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DAQB00MOP,7/27/2015,"GYB LA, LLC",77,,3435 WILSHIRE BLVD STE 123,90010,OW0126659,"GYB LA, LLC",RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DABXTOFFP,7/27/2015,RINCONCITO GUATEMALTECO RESTAURANT,81,,501 N WESTERN BLVD,90004,OW0100607,"LOPEZ, CARLOS",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA8PEZJJB,7/27/2015,CHURCH'S FRIED CHICKEN #959,82,,5325 S FIGUEROA ST,90037,OW0004505,"BEST AMERICAN HOSPITALITY, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAGFFOLPC,7/27/2015,JOHN'S PIZZERIA,84,,8823 W PICO BLVD,90035,OW0181503,EDWIN POLANCO,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAO4SJRY9,7/27/2015,DJ BIBINGKAHAN RESTAURANT & BAKERY,88,,188 S VERMONT AVE,90004,OW0114881,JSF RESTAURANT INTEGRATED MGMT INC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DA9XMX7SP,7/27/2015,BELLAMAR MARKET,90,,1429 W 3RD ST,90017,OW0030573,RODRIQUEZ-LOPEZ ANTONIO,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",HIGH
DAHPH38CC,7/27/2015,LA BURGER BAR,90,,8581 W PICO BLVD,90035,OW0011067,EMESEL LLC.,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA2JSTA3O,7/27/2015,EL TAPATIO FOODS INC,90,,310 E FLORENCE AVE,90003,OW0010899,EL TAPATIO MARKETS INC,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",HIGH
DAGPM5ZPQ,7/27/2015,LIQUID NEW THEME,90,,8180 MELROSE AVE,90046,OW0025890,NEW THEME INC.,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAD0JIJI1,7/27/2015,AGUA ARCO IRIS,90,,1713 E VERNON AVE STE 101,90058,OW0125555,MYUNG CHUL YOUN,"FOOD MKT RETAIL (25-1,999 SF) MODERATE RISK",MODERATE
DAFOZ56H0,7/27/2015,SINULANG ALLKELANG,90,,1032 S CRENSHAW BLVD STE B,90019,OW0022715,"MA, HUNG HEE",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA37XCBJN,7/27/2015,EL COYOTE,90,,7312 BEVERLY BLVD,90036,OW0010822,"EL COYOTE, INC.",RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DAICLXI0W,7/27/2015,PICK-UP STIX,91,,200 WORLD WAY T236,90045,OW0009036,"CREWS OF CALIFORNIA, INC",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAGU4ASJS,7/27/2015,EL TAPATIO FOODS INC,91,,310 E FLORENCE AVE,90003,OW0010899,EL TAPATIO MARKETS INC,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAUM9O2RR,7/27/2015,BURRITO PLACE,91,,5587 N HUNTINGTON DR,90032,OW0181027,BURRITO PLACE LLC,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA1EP0YAH,7/27/2015,7-ELEVEN FOOD STORE #25599,92,,4650 FRANKLIN AVE,90027,OW0017810,"JOE,YONG H","FOOD MKT RETAIL (2,000+ SF) LOW RISK",LOW
DA0DSAMO3,7/27/2015,STARBUCKS COFFEE #6608,92,,300 E 9TH ST,90015,OW0033938,STARBUCKS COFFEE CORPORATION,RESTAURANT (0-30) SEATS LOW RISK,LOW
DAI2LKKOV,7/27/2015,EL PAVO BAKERY,92,,3350 E OLYMPIC BLVD,90023,OW0001675,ACJ ENTERPRISES INC,RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DA2EKLL7I,7/27/2015,LITTLE TOKYO MARKET PLACE,92,,333 S ALAMEDA ST # 100,90013,OW0123162,LTMP INC,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",HIGH
DAUNIFIYS,7/27/2015,BLOSOM BENTO,93,,735 E 12TH ST STE 411,90021,OW0004847,BLOSOM INC,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAWQY6KWS,7/27/2015,CAFE & MOT,93,,9786 W PICO BLVD,90035,OW0029101,PS KOSHER FOOD WORKS INC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DATHWUPW9,7/27/2015,LA AZTECA PANADERIA,93,,4146 E OLYMPIC BLVD STE A,90023,OW0025367,"MURILLO, HECTOR",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA7QFPW6B,7/27/2015,MR PIZZA EXPRESS,93,,735 E 12TH ST # 406,90021,OW0106691,Pizza western inc.,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA5SZ8SIZ,7/27/2015,ANTEQUERA DEOAXACA MARKET,93,,5228 FOUNTAIN AVE,90029,OW0003151,ARTURO ENRIQUE CASA NORIEGA,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",LOW
DAT0ATMUW,7/27/2015,WINCHELL'S DONUT #9381,93,,2100 BEVERLY BLVD,90057,OW0040037,YUM YUM DONUT SHOPS INC.,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAGSP4Q6L,7/27/2015,"SIZZLER USA RESTAURANT, INC.",93,,400 S VERMONT AVE,90005,OW0033142,SIZZLER USA RESTAURANTS INC,RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DA2UIMTL1,7/27/2015,JACK IN THE BOX #3393,94,,4290 E OLYMPIC BLVD,90023,OW0017276,"JACK IN THE BOX, INC",RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DAWVRBXYV,7/27/2015,WHICHWICH,94,,8495 W 3RD ST D-104,90048,OW0099342,"MYERS, SCOTT",RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DALMI8W72,7/27/2015,DAVE BARBEQUE AND GRILL,94,,5185 SUNSET BLVD,90027,OW0129905,DAVID AKPABOWON,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAW9KJFJ5,7/27/2015,MCDONALD'S # 11118,94,,5015 W SLAUSON AVE,90056,OW0033675,SOUTH BAY CORPORATION,RESTAURANT (61-150) SEATS MODERATE RISK,MODERATE
DAUCB2LIS,7/27/2015,BODHI VEGETARIAN & VEGAN,95,,9303 W PICO BLVD,90035,OW0007288,"CHAYAWORAKUL, TANAKRN",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DANGQO7CK,7/27/2015,ARO DE GARCIA,95,,1409 W 3RD ST,90017,OW0123446,JOSE G GARCIA-LAGUNA,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",LOW
DA0378916,7/27/2015,LUPITA DOLLAR & UP,95,,4146 E OLYMPIC BLVD #C,90023,OW0101385,"VASQUEZ, LUIS LOPEZ","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",LOW
DAKF0MAVR,7/27/2015,FRIDA TACOS,95,,10800 W PICO BLVD STE #326,90064,OW0009657,DEL RIO VICENTE,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA66CS20X,7/27/2015,LITTLE CAESAR,96,,5857 S CENTRAL AVE STE 110,90001,OW0021932,LITTLE CAESAR ENTERPRISES INC,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DATGAPV0Z,7/27/2015,EAST WIND,97,,10800 W PICO BLVD STE 318A,90064,OW0038569,WELAKO INC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DASJTV03V,7/27/2015,EL CHARRO RESTAURANT,97,,1621 W 6TH ST,90017,OW0034483,SUPER TIKAL LLC,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAABIPHAY,7/27/2015,RALPHS MARKET #22,99,,645 W 9TH ST,90015,OW0029458,RALPHS GROCERY COMPANY,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",HIGH
DAVFLFJFH,7/27/2015,INDIANA DAIRY MARKET,99,,805 S INDIANA ST,90023,OW0015576,"HIM, HEAP K.","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",LOW
DALHTBLNU,7/27/2015,YUM YUM CHINESE FOOD,99,,287 S ATLANTIC BLVD # #B,90022,OW0024815,MONG KIMYEK,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAERHLUYY,7/28/2015,GUI IL BUNJI,75,,3055 W 7TH ST STE C,90006,OW0025575,"NAM, KWANG B",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAOPSV1BR,7/28/2015,RUIZENOR,82,,5482 E BEVERLY BLVD,90022,OW0101374,"RUIZ, MARIA","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",HIGH
DA20HWUZL,7/28/2015,GJUSTA,82,,320 SUNSET AVE,90291,OW0127812,"HAMTRAMCK HOSPITALITY, LLC",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAGT1GU03,7/28/2015,HIROZEN GOURMET,86,,8385 BEVERLY BLVD,90048,OW0036685,"TUK SON KWAK, ET AL",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAS0KXEZZ,7/28/2015,FINE FOODS KITCHEN,90,,1704 N EASTERN AVE,90032,OW0123191,WUO STEVE TP,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA70OCKWH,7/28/2015,NUMERO UNO PIZZA,90,,5044 WILSHIRE BLVD,90036,OW0128661,"AVJ FOODS, INC",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAMQTBNTT,7/28/2015,BCD TOFU HOUSE,90,,3575 WILSHIRE BLVD,90010,OW0021208,"LEE, HEE SOOK",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DA3NFE30G,7/28/2015,I LOVE BOBA,90,,3512 W 8TH ST 111,90005-2902,OW0122058,I LOVE BOBA INC,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAT2H813G,7/28/2015,SEPI'S GIANT SUBMARINES,90,,10968 LE CONTE AVE,90024,OW0034304,SUNEDIN CO. LLC,RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DA4CDHARN,7/28/2015,"BURGER FACTORY II, INC",90,,1358 W MARTIN LUTHER KING BLVD,90037,OW0100552,"BURGER FACTORY II, INC",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAPTF2XSQ,7/28/2015,WHOLE FOODS MARKET,90,,12746 W JEFFERSON BLVD,90066-7032,OW0038850,"WHOLE FOODS MARKET, INC.",RESTAURANT (31-60) SEATS LOW RISK,LOW
DAJFJNU0V,7/28/2015,SUSHI EYAKI,90,,5040 WILSHIRE BLVD,90036-4305,OW0100580,"ELIM FOREVER, INC.",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAGVUR69X,7/28/2015,TAMALES LOS ANGELES,90,,710 N EASTERN AVE,90022,OW0101524,"VASQUEZ, BERNABE",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAYO22ULQ,7/28/2015,WESTWOOD PIZZERIA,90,,10974 LE CONTE AVE,90024,OW0038759,"WESTWOOD PIZZERIA INC,",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DARQGINJF,7/28/2015,WHOLE FOODS MARKET,90,,12746 W JEFFERSON BLVD,90066-7032,OW0038850,"WHOLE FOODS MARKET, INC.","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",HIGH
DATMBX15L,7/28/2015,KOSHER PIZZA STATION,91,,8965 W PICO BLVD,90035,OW0020301,LA BSD ENTERPRISES INC.,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAMLFVP9X,7/28/2015,METROPOLITAN MARKET,91,,1720 N EASTERN AVE,90032,OW0003938,"BARBA, GUADALUPE","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",HIGH
DAP4XSQXY,7/28/2015,WING SHACK,91,,4989 HUNTINGTON DR,90032,OW0181026,VANESSA VOLLAIRE ESPINOZA,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DA0PJTQDP,7/28/2015,DELI ROBERT'S PIZZA,91,,1713 E VERNON AVE # 115,90058,OW0127130,URIEL JESUS NAVARRETE,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA0TGBV3T,7/28/2015,PIZZA HUT #26177,91,,8947 W PICO BLVD,90035,OW0033717,SOUTHERN CALIFORNIA PIZZA CO LLC,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAKECXBDR,7/28/2015,LABEL'S TABLE,92,,9226 W PICO BLVD,90035,OW0018443,"KAPLAN,LOUIS DBA",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA39QHHBN,7/28/2015,EL PUERTO ESCONDIDO,92,,3345 N EASTERN AVE,90032,OW0006749,"CEPEDA, ROBERTO",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAKWIDAC0,7/28/2015,BBQ CHICKEN,92,,10970 LE CONTE AVE,90024,OW0033294,SO SUNG H,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA34JMYHT,7/28/2015,"KAPISTAHAN GRILL, SEAFOOD AND SIZZLING",92,,1925 W TEMPLE ST STE 103,90026,OW0126872,SALIHA FOOD SERVICES INC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAI1YQI18,7/28/2015,BODEGA MARKET,92,,1053 W 23RD ST,90007,OW0026884,OREMOR ENTERPRISES INC.,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",HIGH
DAX0YHOZ0,7/28/2015,JUBILEE DONUTS,92,,4205 BEVERLY BLVD,90004,OW0016429,HOUT SIM NAY,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA0OKWG3R,7/28/2015,ARAYA'S PLACE,92,,8101 1/2 BEVERLY BLVD,90048,OW0125088,KONGFANG  NUALKHAIR,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAV8OMVJB,7/28/2015,CHEF MING'S KITCHEN,92,,12239 SANTA MONICA BLVD,90025,OW0004253,"BEIJING GROUUP 168, INC.",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAVYREIAK,7/28/2015,THANK U PHO,92,,3522 W 8TH ST #B,90005,OW0129633,JUNG WOON KIM,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA04XYESK,7/28/2015,WHOLE FOODS MARKET,92,,12746 W JEFFERSON BLVD,90066-7032,OW0038850,"WHOLE FOODS MARKET, INC.",RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DAEREVKYY,7/28/2015,WHAT THE FISH SUSHI RESTAURANT,92,,2804 HYPERION AVE,90027,OW0128255,WHAT THE FISH INC.,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DADY74Q4C,7/28/2015,CHARLEY'S GRILLED SUBS,93,,10800 W PICO BLVD STE #308,90064,OW0010852,EL LOTES LLC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAWHNMIXA,7/28/2015,NUMERO UNO-GROCERY DEPT #104,93,,310 E MANCHESTER AVE,90003,OW0026360,NUMERO UNO ACQUISITIONS LLC,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DALA0XC4Q,7/28/2015,PIEOLOGY PIZZERIA # 8042,93,,3377 WILSHIRE BLVD STE 100,90010,OW0129395,KCINO INVESTMENTS LLC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAOKS6HTL,7/28/2015,AMAPOLA DELI & MARKET,93,,7223 S COMPTON AVE,90001,OW0020273,LA AMAPOLA INC.,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAUVNHNOA,7/28/2015,CHINATOWN EXPRESS #28,93,,519 W MANCHESTER AVE STE 106,90044,OW0025961,"NGOR, CHAN",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAXGX9PZF,7/28/2015,MERCADO HIDALGO,93,,4101 E CITY TERRACE DR,90063,OW0029247,"QUEZADA, NICOLAS","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",HIGH
DATKHJA3Q,7/28/2015,SUEHIRO,93,,337 E 1ST ST,90012,OW0034169,SUEHIRO CAFE INC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAU8RY0WB,7/28/2015,NUMERO UNO-GROCERY DEPT #104,93,,310 E MANCHESTER AVE,90003,OW0026360,NUMERO UNO ACQUISITIONS LLC,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",HIGH
DACYZQGKY,7/28/2015,GRUB,93,,911 SEWARD ST,90038,OW0010117,"DISH-FUNCTIONAL, INC",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAEYJ9HYX,7/28/2015,THAI BAMBOO CUISINE,93,,11755 WILSHIRE BLVD,90025,OW0007071,"CHANTASIRIVIAL, SOMBAT",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAQVH6SBA,7/28/2015,MR RAMEN,93,,341 1/2 E 1ST ST,90012,OW0031264,"SAKUMA, SHINOBU",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAB0FZUC1,7/28/2015,TOM'S SUSHI HOUSE,93,,12227 SANTA MONICA BLVD,90025,OW0132884,YONG SEOK CHOI,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAF9ZIUDQ,7/28/2015,DOMINOS PIZZA #8113,93,,12237 SANTA MONICA BLVD,90025,OW0038675,"WESTERN PIZZA ENTERPRISES, INC",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DATPWDBBK,7/28/2015,LASSEN'S HEALTH FOODS,94,,2080 HILLHURST AVE,90027,OW0020840,LASSEN PETER CHRISTIAN,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",MODERATE
DAHOB5IT1,7/28/2015,HAN KOOK BBQ HOUSE,94,,323 E 1ST ST,90012,OW0019295,"KIM, HYUN",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAM0JVFB8,7/28/2015,BAR HAYAMA,94,,11300 NEBRASKA AVE,90025,OW0003908,BAR HAYAMA LLC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
